tick,lane,generating,fed,fedSrc,encArgmax,refArgmax,top1,encPick,refPick,pickAgree,refTop1Margin,relErrRms,serveSec
34,10,True,8800,fhe,7625,7625,True,7625,7625,True,1.3083,0.001288,188.0
34,11,True,326,fhe,476,476,True,476,476,True,0.1921,0.002102,188.0
34,12,False,643,prompt,29015,29015,True,29015,29015,True,1.7379,0.002702,188.0
34,13,False,253,prompt,6749,6749,True,6749,6749,True,3.6113,0.003397,188.0
34,14,True,39239,fhe,715,715,True,715,715,True,2.0316,0.000501,188.0
34,15,True,667,fhe,673,673,True,673,673,True,3.0327,0.000865,188.0
34,16,False,6415,prompt,273,273,True,273,273,True,1.0994,0.001391,188.0
34,17,False,2708,prompt,481,481,True,481,481,True,0.1222,0.000555,188.0
34,18,True,15915,fhe,327,327,True,327,327,True,0.2576,0.002238,188.0
34,19,True,13,fhe,368,368,True,840,840,True,0.5775,0.000599,188.0
34,20,False,10699,prompt,13,13,True,1160,1160,True,0.2881,0.002716,188.0
34,21,False,247,prompt,3497,3497,True,3497,3497,True,0.0825,0.001568,188.0
34,22,True,13986,fhe,7281,7281,True,7281,7281,True,0.4801,0.000931,188.0
34,23,True,1283,fhe,13,13,True,13,13,True,3.3516,0.002389,188.0
34,24,False,18738,prompt,253,253,True,253,253,True,1.2052,0.001236,188.0
34,25,False,625,prompt,2660,2660,True,2660,2660,True,0.173,0.004037,188.0
34,26,True,5859,fhe,310,310,True,2175,2175,True,1.5491,0.000649,188.0
34,27,True,281,fhe,302,302,True,302,302,True,7.41,0.011943,188.0
34,28,False,275,prompt,253,253,True,616,616,True,1.5706,0.003296,188.0
34,29,False,2583,prompt,15,15,True,281,281,True,0.3235,0.000372,188.0
34,30,True,7293,fhe,327,327,True,327,327,True,1.0066,0.000943,188.0
34,31,True,6536,fhe,968,968,True,968,968,True,7.2597,0.001851,188.0
34,32,False,342,prompt,4569,4569,True,1463,1463,True,2.5486,0.002106,188.0
34,33,False,13,prompt,285,285,True,6153,6153,True,2.0283,0.001245,188.0
34,34,True,1335,fhe,908,908,True,7561,7561,True,2.1928,0.001478,188.0
34,35,True,6494,fhe,23664,23664,True,23664,23664,True,4.2026,0.002273,188.0
34,36,False,9711,prompt,13,13,True,13,13,True,0.2196,0.001052,188.0
34,37,True,187,fhe,510,510,True,688,688,True,1.5506,0.000595,188.0
34,38,True,634,fhe,10329,10329,True,6244,6244,True,0.9696,0.002596,188.0
34,39,True,23664,fhe,28666,28666,True,28666,28666,True,1.5083,0.003664,188.0
34,40,False,2478,prompt,275,275,True,387,387,True,0.1726,0.002263,188.0
34,41,False,3687,prompt,1786,1786,True,1786,1786,True,2.5137,0.00087,188.0
34,42,True,4883,fhe,39,39,True,39,39,True,6.9578,0.003871,188.0
34,43,True,2779,fhe,281,281,True,281,281,True,2.4217,0.001414,188.0
34,44,False,19607,prompt,13,13,True,627,627,True,1.0511,0.001961,188.0
34,45,False,2133,prompt,2118,2118,True,2118,2118,True,0.1929,0.001867,188.0
34,46,True,457,fhe,84,84,True,84,84,True,9.0919,0.006254,188.0
34,47,True,1918,fhe,745,745,True,745,745,True,0.6729,0.000918,188.0
34,48,False,13,prompt,390,390,True,390,390,True,0.1654,0.002204,188.0
34,49,False,310,prompt,387,387,True,387,387,True,0.1703,0.002996,188.0
34,50,True,1841,fhe,15,15,True,327,327,True,1.9571,0.001573,188.0
34,51,True,35020,fhe,285,285,True,285,285,True,0.7442,0.001348,188.0
34,52,False,7223,prompt,13,13,True,281,281,True,0.1175,0.000886,188.0
34,53,False,1113,prompt,306,306,True,306,306,True,6.6473,0.005594,188.0
34,54,True,597,fhe,1973,1973,True,564,564,True,0.1832,0.001095,188.0
34,55,True,1576,fhe,275,275,True,327,327,True,1.7686,0.002871,188.0
34,56,False,13,prompt,285,285,True,285,285,True,2.1786,0.001945,188.0
34,57,False,3998,prompt,15,15,True,15,15,True,0.5758,0.000762,188.0
34,58,True,253,fhe,2393,2393,True,2393,2393,True,0.5749,0.000504,188.0
34,59,True,923,fhe,849,849,True,849,849,True,0.0732,0.001903,188.0
34,60,False,13,prompt,285,285,True,285,285,True,1.1032,0.005302,188.0
34,61,False,407,prompt,9046,9046,True,9046,9046,True,0.3678,0.003289,188.0
34,62,True,19,fhe,253,253,True,271,271,True,0.2642,0.002856,188.0
34,63,True,512,fhe,3811,3811,True,3811,3811,True,0.2895,0.001779,188.0
35,0,False,601,prompt,434,434,True,434,434,True,0.6067,0.0035,188.0
35,1,False,1655,prompt,15316,15316,True,15316,15316,True,2.3432,0.003035,188.0
35,2,True,187,fhe,510,510,True,510,510,True,1.5611,0.00107,188.0
35,3,True,2626,fhe,273,273,True,310,310,True,2.5595,0.000671,188.0
35,4,False,13,prompt,352,352,True,352,352,True,0.3952,0.003086,188.0
35,5,False,2584,prompt,253,253,True,253,253,True,3.1294,0.001884,188.0
35,6,True,273,fhe,253,253,True,253,253,True,1.2633,0.000306,188.0
35,7,True,253,fhe,8825,8825,True,8825,8825,True,0.337,0.00221,188.0
35,8,False,3,prompt,4651,4651,True,4651,4651,True,0.2671,0.001288,188.0
35,9,False,985,prompt,15,15,True,15,15,True,0.7654,0.000598,188.0
35,10,True,7625,fhe,15,15,True,285,285,True,0.2888,0.000534,188.0
35,11,True,476,fhe,1361,1361,True,1361,1361,True,1.0767,0.003481,188.0
35,12,False,29015,prompt,9580,9580,True,9580,9580,True,1.0805,0.004253,188.0
35,13,False,6749,prompt,15,15,True,13,13,True,0.0758,0.000781,188.0
35,14,True,715,fhe,17848,17848,True,17848,17848,True,0.7978,0.000697,188.0
35,15,True,673,fhe,15,15,True,15,15,True,0.3608,0.000592,188.0
35,16,False,273,prompt,253,253,True,253,253,True,4.2171,0.003815,188.0
35,17,True,481,prompt,187,187,True,187,187,True,1.2522,0.002278,188.0
35,18,True,327,fhe,4247,4247,True,4247,4247,True,0.5713,0.001305,188.0
35,19,True,840,fhe,253,253,True,253,253,True,0.6425,0.001331,188.0
35,20,False,835,prompt,253,253,True,512,512,True,2.0665,0.000636,188.0
35,21,False,1355,prompt,3497,3497,True,3497,3497,True,0.5188,0.001335,188.0
35,22,True,7281,fhe,25895,25895,True,25895,25895,True,5.0138,0.008803,188.0
35,23,True,13,fhe,655,655,True,655,655,True,2.8246,0.00113,188.0
35,24,False,18465,prompt,7367,7367,True,7367,7367,True,3.6983,0.002265,188.0
35,25,False,33595,prompt,15,15,True,15,15,True,0.0064,0.000619,188.0
35,26,True,2175,fhe,253,253,True,2544,2544,True,0.38,0.002312,188.0
35,27,True,302,fhe,742,742,True,742,742,True,9.8502,0.003753,188.0
35,28,False,253,prompt,13862,13862,True,13862,13862,True,0.6842,0.003477,188.0
35,29,True,15,prompt,187,187,True,187,187,True,0.7323,0.000461,188.0
35,30,True,327,fhe,253,253,True,697,697,True,0.4842,0.001313,188.0
35,31,True,968,fhe,715,715,True,715,715,True,1.4692,0.000653,188.0
35,32,False,4569,prompt,17087,17087,True,17087,17087,True,3.772,0.01746,188.0
35,33,False,760,prompt,281,281,True,281,281,True,0.138,0.002999,188.0
35,34,True,7561,fhe,908,908,True,908,908,True,3.9382,0.005211,188.0
35,35,True,23664,fhe,28666,28666,True,28666,28666,True,1.8366,0.005559,188.0
35,36,False,6773,prompt,281,281,True,281,281,True,0.492,0.000866,188.0
35,37,True,688,fhe,253,253,True,253,253,True,1.5044,0.000356,188.0
35,38,True,6244,fhe,15,15,True,15,15,True,0.4168,0.000606,188.0
35,39,True,28666,fhe,313,313,True,313,313,True,0.3197,0.000616,188.0
35,40,False,387,prompt,841,841,True,841,841,True,0.178,0.001305,188.0
35,41,False,17382,prompt,275,275,True,275,275,True,0.1554,0.000469,188.0
35,42,True,39,fhe,10,10,True,10,10,True,0.3567,0.001324,188.0
35,43,True,281,fhe,3150,3150,True,3150,3150,True,0.2729,0.00487,188.0
35,44,False,352,prompt,820,820,True,820,820,True,0.1048,0.001729,188.0
35,45,False,320,prompt,625,625,True,625,625,True,0.0902,0.001219,188.0
35,46,True,84,fhe,1774,1774,True,1892,1892,True,1.1909,0.000658,188.0
35,47,True,745,fhe,15,15,True,275,275,True,0.2873,0.00044,188.0
35,48,False,390,prompt,2181,2181,True,2181,2181,True,1.7172,0.001085,188.0
35,49,False,625,prompt,2779,2779,True,2779,2779,True,2.6787,0.001217,188.0
35,50,True,327,fhe,7565,7565,True,7565,7565,True,0.0817,0.000659,188.0
35,51,True,285,fhe,27061,27061,True,27061,27061,True,0.0442,0.00131,188.0
35,52,False,1293,prompt,2819,2819,True,2819,2819,True,0.0771,0.003844,188.0
35,53,False,306,prompt,247,247,True,562,562,True,0.5684,0.001333,188.0
35,54,True,564,fhe,281,281,True,896,896,True,1.5907,0.001303,188.0
35,55,True,327,fhe,6149,6149,True,6149,6149,True,0.2319,0.000387,188.0
35,56,False,8406,prompt,13,13,True,13,13,True,3.2313,0.0004,188.0
35,57,False,285,prompt,3657,3657,True,3657,3657,True,0.3497,0.003393,188.0
35,58,True,2393,fhe,655,655,True,655,655,True,0.1245,0.002924,188.0
35,59,True,849,fhe,253,253,True,841,841,True,0.5982,0.005485,188.0
35,60,False,594,prompt,253,253,True,597,597,True,0.3351,0.001015,188.0
35,61,False,7562,prompt,352,352,True,352,352,True,1.277,0.001444,188.0
35,62,True,271,fhe,16416,16416,True,16416,16416,True,1.1679,0.001775,188.0
35,63,True,3811,fhe,16711,16711,True,16711,16711,True,0.2305,0.000763,188.0
36,0,False,457,prompt,84,84,True,84,84,True,10.7586,0.001836,188.0
36,1,False,25792,prompt,280,280,True,280,280,True,3.3233,0.000692,188.0
36,2,True,510,fhe,4146,4146,True,4146,4146,True,1.5797,0.00164,188.0
36,3,True,310,fhe,6107,6107,True,6107,6107,True,1.3689,0.001858,188.0
36,4,False,352,prompt,11330,11330,True,11330,11330,True,0.7805,0.003039,188.0
36,5,False,253,prompt,1708,1708,True,1708,1708,True,1.8718,0.00277,188.0
36,6,True,253,fhe,8290,8290,True,8290,8290,True,0.1243,0.002997,188.0
36,7,True,8825,fhe,310,310,True,3276,3276,True,1.256,0.003079,188.0
36,8,False,18740,prompt,403,403,True,778,778,True,1.2203,0.001305,188.0
36,9,True,15,prompt,367,367,True,367,367,True,0.1409,0.003531,188.0
36,10,True,285,fhe,281,281,True,616,616,True,0.1429,0.001215,188.0
36,11,True,1361,fhe,281,281,True,4017,4017,True,0.0195,0.001986,188.0
36,12,False,1509,prompt,253,253,True,327,327,True,1.6385,0.00084,188.0
36,13,True,15,prompt,187,187,True,187,187,True,1.8922,0.000705,188.0
36,14,True,17848,fhe,15,15,True,390,390,True,1.135,0.000569,188.0
36,15,True,15,fhe,380,380,True,187,187,True,0.4204,0.000686,188.0
36,16,False,253,prompt,1789,1789,True,1789,1789,True,0.0822,0.004006,188.0
36,17,True,187,fhe,1552,1552,True,1552,1552,True,0.5829,0.001079,188.0
36,18,True,4247,fhe,337,337,True,337,337,True,3.2179,0.001575,188.0
36,19,True,253,fhe,2020,2020,True,2020,2020,True,2.3174,0.001028,188.0
36,20,False,954,prompt,273,273,True,6244,6244,True,1.804,0.004082,188.0
36,21,False,3497,prompt,281,281,True,715,715,True,0.3113,0.000546,188.0
36,22,True,25895,fhe,3344,3344,True,3344,3344,True,0.7022,0.00047,188.0
36,23,True,655,fhe,13,13,True,13,13,True,3.2872,0.004417,188.0
36,24,False,7367,prompt,13,13,True,13,13,True,2.7386,0.000633,188.0
36,25,False,285,prompt,253,253,True,5890,5890,True,0.3281,0.003021,188.0
36,26,True,2544,fhe,275,275,True,275,275,True,2.5837,0.00062,188.0
36,27,True,742,fhe,15,15,True,28,28,True,0.8615,0.000763,188.0
36,28,False,3644,prompt,15,15,True,13,13,True,0.8697,0.001196,188.0
36,29,True,187,fhe,510,510,True,510,510,True,0.7671,0.001298,188.0
36,30,True,697,fhe,4328,4328,True,4328,4328,True,0.3388,0.002211,188.0
36,31,True,715,fhe,253,253,True,253,253,True,3.3629,0.002552,188.0
36,32,False,17087,prompt,390,390,True,390,390,True,5.7403,0.001339,188.0
36,33,False,247,prompt,1643,1643,True,1643,1643,True,2.2238,0.004938,188.0
36,34,True,908,fhe,3063,3063,True,3063,3063,True,1.0168,0.000496,188.0
36,35,True,28666,fhe,313,313,True,313,313,True,0.539,0.001237,188.0
36,36,False,598,prompt,253,253,True,281,281,True,0.1244,0.001978,188.0
36,37,True,253,fhe,2393,2393,True,2393,2393,True,0.0228,0.00082,188.0
36,38,True,15,fhe,187,187,True,187,187,True,0.9775,0.001238,188.0
36,39,True,313,fhe,18,18,True,18,18,True,0.1212,0.012082,188.0
36,40,False,269,prompt,22711,22711,True,22711,22711,True,4.77,0.002902,188.0
36,41,True,15,prompt,187,187,True,187,187,True,1.3182,0.000786,188.0
36,42,True,10,fhe,285,285,True,285,285,True,0.6841,0.000956,188.0
36,43,True,3150,fhe,432,432,True,685,685,True,0.7949,0.001633,188.0
36,44,False,820,prompt,3017,3017,True,3017,3017,True,8.4474,0.00419,188.0
36,45,False,2266,prompt,13,13,True,285,285,True,0.0271,0.001185,188.0
36,46,True,1892,fhe,281,281,True,281,281,True,3.8143,0.002384,188.0
36,47,True,275,fhe,697,697,True,697,697,True,1.0545,0.003628,188.0
36,48,False,1789,prompt,15,15,True,15,15,True,1.2487,0.001954,188.0
36,49,False,2779,prompt,281,281,True,281,281,True,3.7563,0.001303,188.0
36,50,True,7565,fhe,15,15,True,15,15,True,2.8816,0.000835,188.0
36,51,True,27061,fhe,13,13,True,13,13,True,0.8878,0.001255,188.0
36,52,False,247,prompt,17834,17834,True,17834,17834,True,0.2428,0.002446,188.0
36,53,False,247,prompt,17836,17836,True,17836,17836,True,0.0711,0.002904,188.0
36,54,True,896,fhe,281,281,True,281,281,True,2.6167,0.001098,188.0
36,55,True,6149,fhe,15,15,True,15,15,True,1.4756,0.000684,188.0
36,56,False,285,prompt,390,390,True,39208,39208,True,1.0933,0.000637,188.0
36,57,False,6294,prompt,1066,1066,True,1066,1066,True,0.952,0.002293,188.0
36,58,True,655,fhe,394,394,True,394,394,True,8.2903,0.001379,188.0
36,59,True,841,fhe,11123,11123,True,6114,6114,True,0.9791,0.000855,188.0
36,60,False,253,prompt,806,806,True,806,806,True,0.1208,0.001185,188.0
36,61,False,253,prompt,6871,6871,True,2553,2553,True,0.3869,0.001757,188.0
36,62,True,16416,fhe,273,273,True,313,313,True,2.2959,0.002078,188.0
36,63,True,16711,fhe,15,15,True,15,15,True,1.4796,0.001527,188.0
37,0,False,84,prompt,320,320,True,320,320,True,0.2776,0.001736,188.0
37,1,False,280,prompt,5270,5270,True,5270,5270,True,3.1763,0.001494,188.0
37,2,True,4146,fhe,310,310,True,310,310,True,2.4428,0.003767,188.0
37,3,True,6107,fhe,407,407,True,407,407,True,2.1517,0.001615,188.0
37,4,False,4245,prompt,745,745,True,745,745,True,3.089,0.000567,188.0
37,5,False,3216,prompt,15,15,True,15,15,True,0.7327,0.000851,188.0
37,6,True,8290,fhe,13,13,True,13,13,True,0.4106,0.001071,188.0
37,7,True,3276,fhe,310,310,True,310,310,True,3.0205,0.001083,188.0
37,8,False,1053,prompt,626,626,True,626,626,True,1.9788,0.008702,188.0
37,9,True,367,fhe,2350,2350,True,2350,2350,True,6.6367,0.003626,188.0
37,10,True,616,fhe,20571,20571,True,20571,20571,True,0.1094,0.004121,188.0
37,11,True,4017,fhe,253,253,True,1411,1411,True,0.1518,0.001557,188.0
37,12,False,253,prompt,425,425,True,31371,31371,True,1.9693,0.001656,188.0
37,13,True,187,fhe,510,510,True,510,510,True,0.4584,0.000815,188.0
37,14,True,390,fhe,39239,39239,True,908,908,True,0.9736,0.000964,188.0
37,15,True,187,fhe,510,510,True,34,34,True,1.8059,0.000678,188.0
37,16,False,3148,prompt,15,15,True,2553,2553,True,0.1754,0.000875,188.0
37,17,True,1552,fhe,7741,7741,True,1885,1885,True,1.1921,0.000703,188.0
37,18,True,337,fhe,13,13,True,13,13,True,5.0883,0.00047,188.0
37,19,True,2020,fhe,273,273,True,273,273,True,2.3111,0.00142,188.0
37,20,False,273,prompt,253,253,True,253,253,True,4.429,0.001243,188.0
37,21,False,715,prompt,253,253,True,253,253,True,0.1568,0.000997,188.0
37,22,True,3344,fhe,3889,3889,True,3889,3889,True,1.2304,0.002362,188.0
37,23,True,13,fhe,1384,1384,True,1384,1384,True,3.3958,0.00085,188.0
37,24,False,2994,prompt,13,13,True,13,13,True,2.578,0.000546,188.0
37,25,False,11134,prompt,13,13,True,15,15,True,0.0791,0.000611,188.0
37,26,True,275,fhe,253,253,True,8588,8588,True,0.2882,0.0009,188.0
37,27,True,28,fhe,253,253,True,597,597,True,1.0599,0.001699,188.0
37,28,False,15,prompt,187,187,True,187,187,True,0.6447,0.000478,188.0
37,29,True,510,fhe,3159,3159,True,3159,3159,True,0.2682,0.000752,188.0
37,30,True,4328,fhe,13,13,True,275,275,True,0.0651,0.001253,188.0
37,31,True,253,fhe,14847,14847,True,14847,14847,True,2.3379,0.001395,188.0
37,32,False,390,prompt,643,643,True,643,643,True,8.1166,0.00693,188.0
37,33,False,1643,prompt,4289,4289,True,4289,4289,True,0.9513,0.005333,188.0
37,34,True,3063,fhe,15,15,True,15,15,True,1.3683,0.001375,188.0
37,35,True,313,fhe,18,18,True,18,18,True,0.4046,0.007142,188.0
37,36,False,253,prompt,8281,8281,True,8281,8281,True,0.8251,0.001091,188.0
37,37,True,2393,fhe,4131,4131,True,4131,4131,True,1.0791,0.00092,188.0
37,38,True,187,fhe,510,510,True,510,510,True,0.2579,0.003394,188.0
37,39,True,18,fhe,15,15,True,15,15,True,1.7516,0.002221,188.0
37,40,False,22711,prompt,1306,1306,True,311,311,True,0.0711,0.002905,188.0
37,41,True,187,fhe,19895,19895,True,510,510,True,0.0978,0.001887,188.0
37,42,True,285,fhe,253,253,True,310,310,True,0.8073,0.00288,188.0
37,43,True,685,fhe,9097,9097,True,1110,1110,True,0.5828,0.00088,188.0
37,44,False,3017,prompt,285,285,True,1066,1066,True,0.09,0.000734,188.0
37,45,False,1293,prompt,1146,1146,True,1146,1146,True,0.037,0.004137,188.0
37,46,True,281,fhe,3283,3283,True,3283,3283,True,1.0873,0.01111,188.0
37,47,True,697,fhe,5161,5161,True,5161,5161,True,2.7476,0.003458,188.0
37,48,False,15,prompt,187,187,True,187,187,True,1.8153,0.001466,188.0
37,49,False,281,prompt,1287,1287,True,1287,1287,True,1.4089,0.006101,188.0
37,50,True,15,fhe,187,187,True,187,187,True,0.6378,0.000826,188.0
37,51,True,13,fhe,285,285,True,285,285,True,1.9347,0.000845,188.0
37,52,False,3590,prompt,15,15,True,281,281,True,1.2781,0.001632,188.0
37,53,False,3676,prompt,17836,17836,True,17836,17836,True,0.5717,0.000759,188.0
37,54,True,281,fhe,253,253,True,253,253,True,1.2343,0.002614,188.0
37,55,True,15,fhe,733,733,True,380,380,True,0.3551,0.000735,188.0
37,56,False,3054,prompt,1342,1342,True,1342,1342,True,5.053,0.003203,188.0
37,57,False,1066,prompt,253,253,True,1959,1959,True,1.9037,0.006846,188.0
37,58,True,394,fhe,5331,5331,True,5331,5331,True,3.4076,0.000458,188.0
37,59,True,6114,fhe,403,403,True,403,403,True,1.125,0.004096,188.0
37,60,False,7038,prompt,273,273,True,273,273,True,0.0319,0.002657,188.0
37,61,False,1824,prompt,432,432,True,432,432,True,0.1107,0.003652,188.0
37,62,True,313,fhe,17,17,True,17,17,True,0.2028,0.003649,188.0
37,63,True,15,fhe,187,187,True,187,187,True,0.4508,0.001517,188.0
38,0,False,277,prompt,35706,35706,True,35706,35706,True,2.9827,0.003573,188.0
38,1,False,5270,prompt,15,15,True,495,495,True,0.3486,0.000588,188.0
38,2,True,310,fhe,247,247,True,247,247,True,0.5665,0.00064,188.0
38,3,True,407,fhe,1824,1824,True,1824,1824,True,1.3852,0.003325,188.0
38,4,False,745,prompt,6315,6315,True,6315,6315,True,1.2077,0.000799,188.0
38,5,True,15,prompt,380,380,True,380,380,True,0.4262,0.00218,188.0
38,6,True,13,fhe,665,665,True,665,665,True,2.1983,0.000545,188.0
38,7,True,310,fhe,670,670,True,670,670,True,0.3353,0.004649,188.0
38,8,False,626,prompt,878,878,True,878,878,True,0.4645,0.001679,188.0
38,9,True,2350,fhe,310,310,True,476,476,True,1.3712,0.003511,188.0
38,10,True,20571,fhe,15,15,True,275,275,True,0.7553,0.000752,188.0
38,11,True,1411,fhe,2923,2923,True,2923,2923,True,1.123,0.001027,188.0
38,12,False,425,prompt,291,291,True,291,291,True,7.4248,0.001517,188.0
38,13,True,510,fhe,6749,6749,True,954,954,True,0.8942,0.002522,188.0
38,14,True,908,fhe,281,281,True,281,281,True,0.3682,0.001974,188.0
38,15,True,34,fhe,4007,4007,True,12674,12674,True,0.0583,0.000837,188.0
38,16,False,13,prompt,285,285,True,594,594,True,0.4635,0.001548,188.0
38,17,True,1885,fhe,310,310,True,310,310,True,0.6545,0.001118,188.0
38,18,True,13,fhe,43450,43450,True,43450,43450,True,2.2631,0.002645,188.0
38,19,True,273,fhe,253,253,True,512,512,True,1.9468,0.003618,188.0
38,20,False,253,prompt,9313,9313,True,23993,23993,True,0.8055,0.002169,188.0
38,21,False,1529,prompt,1533,1533,True,1533,1533,True,0.9581,0.000727,188.0
38,22,True,3889,fhe,388,388,True,388,388,True,1.3077,0.000567,188.0
38,23,True,1384,fhe,13,13,True,13,13,True,3.2319,0.001278,188.0
38,24,False,13,prompt,533,533,True,533,533,True,1.0426,0.001274,188.0
38,25,False,685,prompt,3063,3063,True,3063,3063,True,0.4389,0.001144,188.0
38,26,True,8588,fhe,13,13,True,285,285,True,0.2428,0.001229,188.0
38,27,True,597,fhe,403,403,True,452,452,True,1.7955,0.001262,188.0
38,28,False,2058,prompt,253,253,True,670,670,True,0.1736,0.002171,188.0
38,29,True,3159,fhe,7043,7043,True,773,773,True,1.4835,0.002608,188.0
38,30,True,275,fhe,253,253,True,5886,5886,True,0.5621,0.001492,188.0
38,31,True,14847,fhe,17323,17323,True,17323,17323,True,4.6289,0.001194,188.0
38,32,False,643,prompt,20446,20446,True,20446,20446,True,5.8293,0.008116,188.0
38,33,False,2233,prompt,13,13,True,3041,3041,True,1.3607,0.010328,188.0
38,34,True,15,fhe,187,187,True,187,187,True,0.5735,0.000656,188.0
38,35,True,18,fhe,15,15,True,15,15,True,1.6376,0.002378,188.0
38,36,False,9685,prompt,13,13,True,13,13,True,0.0761,0.00523,188.0
38,37,True,4131,fhe,13,13,True,13,13,True,1.4502,0.000468,188.0
38,38,True,510,fhe,8825,8825,True,1175,1175,True,0.2633,0.00193,188.0
38,39,True,15,fhe,19,19,True,19,19,True,0.121,0.004287,188.0
38,40,False,3841,prompt,403,403,True,476,476,True,0.1753,0.001569,188.0
38,41,True,510,fhe,1786,1786,True,3313,3313,True,0.5613,0.001297,188.0
38,42,True,310,fhe,629,629,True,629,629,True,0.4341,0.003651,188.0
38,43,True,1110,fhe,1293,1293,True,1293,1293,True,1.5844,0.001056,188.0
38,44,False,285,prompt,6882,6882,True,6882,6882,True,1.1167,0.001177,188.0
38,45,False,1146,prompt,1512,1512,True,1512,1512,True,0.4855,0.002122,188.0
38,46,True,3283,fhe,4555,4555,True,4555,4555,True,0.3531,0.00254,188.0
38,47,True,5161,fhe,15,15,True,15,15,True,0.5302,0.002014,188.0
38,48,False,1198,prompt,1650,1650,True,1650,1650,True,1.8595,0.000412,188.0
38,49,False,1287,prompt,253,253,True,253,253,True,0.1412,0.001495,188.0
38,50,True,187,fhe,510,510,True,510,510,True,0.7596,0.000683,188.0
38,51,True,285,fhe,310,310,True,352,352,True,1.8795,0.003175,188.0
38,52,False,15,prompt,380,380,True,380,380,True,0.242,0.000843,188.0
38,53,False,17836,prompt,15,15,True,275,275,True,0.1358,0.000748,188.0
38,54,True,253,fhe,15178,15178,True,1711,1711,True,0.9993,0.00091,188.0
38,55,True,380,fhe,43093,43093,True,43093,43093,True,1.8684,0.001253,188.0
38,56,False,1342,prompt,15,15,True,665,665,True,0.0972,0.000411,188.0
38,57,False,5511,prompt,875,875,True,875,875,True,2.8111,0.000931,188.0
38,58,True,5331,fhe,407,407,True,407,407,True,0.3165,0.00067,188.0
38,59,True,403,fhe,9046,9046,True,9046,9046,True,0.1253,0.003871,188.0
38,60,False,1379,prompt,253,253,True,7819,7819,True,0.8554,0.002199,188.0
38,61,False,1977,prompt,432,432,True,432,432,True,1.6777,0.001959,188.0
38,62,True,17,fhe,15,15,True,15,15,True,6.6836,0.008693,188.0
38,63,True,187,fhe,510,510,True,510,510,True,1.7516,0.003309,188.0
39,0,False,35706,prompt,403,403,True,403,403,True,0.5351,0.00298,188.0
39,1,False,27,prompt,495,495,True,495,495,True,0.3887,0.000869,188.0
39,2,True,247,fhe,4177,4177,True,10864,10864,True,1.3425,0.001385,188.0
39,3,True,1824,fhe,15,15,True,15,15,True,1.3749,0.001114,188.0
39,4,False,247,prompt,3678,3678,True,3678,3678,True,1.5794,0.002806,188.0
39,5,True,380,fhe,8357,8357,True,4444,4444,True,0.8225,0.002897,188.0
39,6,True,665,fhe,369,369,True,369,369,True,0.0713,0.002724,188.0
39,7,True,670,fhe,2456,2456,True,2456,2456,True,0.1434,0.002747,188.0
39,8,False,1646,prompt,281,281,True,281,281,True,4.3549,0.000865,188.0
39,9,True,476,fhe,2847,2847,True,2847,2847,True,0.3336,0.001431,188.0
39,10,True,275,fhe,253,253,True,253,253,True,1.4526,0.001069,188.0
39,11,True,2923,fhe,13,13,True,13,13,True,0.1696,0.001131,188.0
39,12,False,291,prompt,274,274,True,274,274,True,5.8457,0.005631,188.0
39,13,True,954,fhe,1774,1774,True,1774,1774,True,0.6662,0.005507,188.0
39,14,True,281,fhe,1056,1056,True,1056,1056,True,3.4393,0.000903,188.0
39,15,True,12674,fhe,7431,7431,True,7431,7431,True,0.8191,0.000855,188.0
39,16,False,342,prompt,253,253,True,253,253,True,2.2594,0.000912,188.0
39,17,True,310,fhe,671,671,True,671,671,True,0.4883,0.000815,188.0
39,18,True,43450,fhe,15,15,True,15,15,True,1.1422,0.001114,188.0
39,19,True,512,fhe,253,253,True,1264,1264,True,0.3085,0.001426,188.0
39,20,False,5074,prompt,3153,3153,True,3153,3153,True,0.8197,0.001697,188.0
39,21,False,1495,prompt,15,15,True,15,15,True,0.9169,0.00069,188.0
39,22,True,388,fhe,483,483,True,483,483,True,2.5172,0.002183,188.0
39,23,True,13,fhe,3127,3127,True,3127,3127,True,2.7512,0.000833,188.0
39,24,False,533,prompt,344,344,True,344,344,True,0.8782,0.004313,188.0
39,25,False,387,prompt,1246,1246,True,1246,1246,True,4.1784,0.000565,188.0
39,26,True,285,fhe,7952,7952,True,7952,7952,True,2.8774,0.002703,188.0
39,27,True,452,fhe,247,247,True,247,247,True,1.9156,0.000832,188.0
39,28,False,1016,prompt,4660,4660,True,4660,4660,True,0.2324,0.006748,188.0
39,29,True,773,fhe,40918,40918,True,40918,40918,True,1.6206,0.002004,188.0
39,30,True,5886,fhe,281,281,True,281,281,True,6.0686,0.001928,188.0
39,31,True,17323,fhe,15,15,True,745,745,True,0.3307,0.000741,188.0
39,32,False,20446,prompt,15,15,True,15,15,True,9.1188,0.001729,188.0
39,33,False,13,prompt,933,933,True,933,933,True,7.293,0.002713,188.0
39,34,True,187,fhe,510,510,True,510,510,True,0.8925,0.00474,188.0
39,35,True,15,fhe,19,19,True,19,19,True,0.0849,0.008185,188.0
39,36,False,5018,prompt,281,281,True,281,281,True,0.7264,0.002207,188.0
39,37,True,13,fhe,253,253,True,253,253,True,0.5447,0.001387,188.0
39,38,True,1175,fhe,3668,3668,True,3668,3668,True,0.9804,0.004444,188.0
39,39,True,19,fhe,1269,1269,True,1269,1269,True,0.8097,0.003276,188.0
